movieId,title,genres,year,clean_title,text
25825,Fury (1936),Drama|Film-Noir,1936,Fury,Fury Drama Film-Noir
25826,Libeled Lady (1936),Comedy|Romance,1936,Libeled Lady,Libeled Lady Comedy Romance
25827,Mr. Deeds Goes to Town (1936),Comedy|Romance,1936,Mr. Deeds Goes to Town,Mr. Deeds Goes to Town Comedy Romance
25828,"Petrified Forest, The (1936)",Crime|Drama|Romance,1936,"Petrified Forest, The","Petrified Forest, The Crime Drama Romance"
25829,Revolt of the Zombies (1936),Horror|War,1936,Revolt of the Zombies,Revolt of the Zombies Horror War
25830,Show Boat (1936),Comedy|Drama|Musical|Romance,1936,Show Boat,Show Boat Comedy Drama Musical Romance
25831,These Three (1936),Drama|Romance,1936,These Three,These Three Drama Romance
25832,Wife vs. Secretary (1936),Comedy|Drama|Romance,1936,Wife vs. Secretary,Wife vs. Secretary Comedy Drama Romance
25833,Camille (1936),Drama|Romance,1936,Camille,Camille Drama Romance
25834,Captains Courageous (1937),Adventure|Drama,1937,Captains Courageous,Captains Courageous Adventure Drama
25835,Dead End (1937),Crime|Drama,1937,Dead End,Dead End Crime Drama
25837,Double Wedding (1937),Comedy|Romance,1937,Double Wedding,Double Wedding Comedy Romance
25839,Nothing Sacred (1937),Comedy|Drama|Romance,1937,Nothing Sacred,Nothing Sacred Comedy Drama Romance
25840,"Prisoner of Zenda, The (1937)",Action|Adventure|Romance,1937,"Prisoner of Zenda, The","Prisoner of Zenda, The Action Adventure Romance"
25841,Stage Door (1937),Drama,1937,Stage Door,Stage Door Drama
25842,Topper (1937),Comedy|Fantasy|Romance,1937,Topper,Topper Comedy Fantasy Romance
25843,"Big Broadcast of 1938, The (1938)",Comedy|Musical|Romance,1938,"Big Broadcast of 1938, The","Big Broadcast of 1938, The Comedy Musical Romance"
25846,"Dawn Patrol, The (1938)",Drama|War,1938,"Dawn Patrol, The","Dawn Patrol, The Drama War"
25850,Holiday (1938),Comedy|Drama|Romance,1938,Holiday,Holiday Comedy Drama Romance
25851,"Shopworn Angel, The (1938)",Drama|Romance|War,1938,"Shopworn Angel, The","Shopworn Angel, The Drama Romance War"
25852,Gaslight (1940),Mystery|Thriller,1940,Gaslight,Gaslight Mystery Thriller
25854,Intermezzo (1939),Drama|Romance,1939,Intermezzo,Intermezzo Drama Romance
25855,"Roaring Twenties, The (1939)",Crime|Drama|Thriller,1939,"Roaring Twenties, The","Roaring Twenties, The Crime Drama Thriller"
25856,Wuthering Heights (1939),Drama|Romance,1939,Wuthering Heights,Wuthering Heights Drama Romance
25858,"Story of the Late Chrysanthemums, The (Zangiku monogatari) (1939)",Drama,1939,"Story of the Late Chrysanthemums, The (Zangiku monogatari)","Story of the Late Chrysanthemums, The (Zangiku monogatari) Drama"
25859,Abe Lincoln in Illinois (1940),Drama,1940,Abe Lincoln in Illinois,Abe Lincoln in Illinois Drama
25860,Boom Town (1940),Adventure|Drama|Romance,1940,Boom Town,Boom Town Adventure Drama Romance
25861,Brother Orchid (1940),Comedy|Crime|Drama|Romance,1940,Brother Orchid,Brother Orchid Comedy Crime Drama Romance
25864,"Edison, the Man (1940)",Drama,1940,"Edison, the Man","Edison, the Man Drama"
25865,"Letter, The (1940)",Drama|Film-Noir,1940,"Letter, The","Letter, The Drama Film-Noir"
25866,"Sea Hawk, The (1940)",Action|Adventure|Romance,1940,"Sea Hawk, The","Sea Hawk, The Action Adventure Romance"
25868,Ball of Fire (1941),Comedy|Romance,1941,Ball of Fire,Ball of Fire Comedy Romance
25869,"47 Ronin, The (Genroku Chûshingura) (1941)",Drama,1941,"47 Ronin, The (Genroku Chûshingura)","47 Ronin, The (Genroku Chûshingura) Drama"
25870,Here Comes Mr. Jordan (1941),Comedy|Fantasy|Romance,1941,Here Comes Mr. Jordan,Here Comes Mr. Jordan Comedy Fantasy Romance
25871,In the Navy (1941),Comedy|Musical,1941,In the Navy,In the Navy Comedy Musical
25872,It Started with Eve (1941),Comedy|Musical|Romance,1941,It Started with Eve,It Started with Eve Comedy Musical Romance
25874,Never Give a Sucker an Even Break (1941),Comedy|Musical,1941,Never Give a Sucker an Even Break,Never Give a Sucker an Even Break Comedy Musical
25875,That Uncertain Feeling (1941),Comedy,1941,That Uncertain Feeling,That Uncertain Feeling Comedy
25878,Across the Pacific (1942),Action|Adventure|Romance|War,1942,Across the Pacific,Across the Pacific Action Adventure Romance War
25879,All Through the Night (1941),Action|Comedy|Drama|Thriller|War,1941,All Through the Night,All Through the Night Action Comedy Drama Thriller War
25881,Gentleman Jim (1942),Comedy|Drama|Romance,1942,Gentleman Jim,Gentleman Jim Comedy Drama Romance
25882,"Hard Way, The (1943)",Drama,1943,"Hard Way, The","Hard Way, The Drama"
25884,My Favorite Blonde (1942),Comedy|Romance|Thriller,1942,My Favorite Blonde,My Favorite Blonde Comedy Romance Thriller
25885,"Prelude to War (Why We Fight, 1) (1943)",Documentary|War,1943,"Prelude to War (Why We Fight, 1)","Prelude to War (Why We Fight, 1) Documentary War"
25886,Random Harvest (1942),Drama|Romance,1942,Random Harvest,Random Harvest Drama Romance
25887,Tales of Manhattan (1942),Comedy|Drama,1942,Tales of Manhattan,Tales of Manhattan Comedy Drama
25888,Action in the North Atlantic (1943),Action|War,1943,Action in the North Atlantic,Action in the North Atlantic Action War
25890,"Guy Named Joe, A (1943)",Drama|Fantasy|Romance|War,1943,"Guy Named Joe, A","Guy Named Joe, A Drama Fantasy Romance War"
25891,Heaven Can Wait (1943),Comedy|Fantasy|Romance,1943,Heaven Can Wait,Heaven Can Wait Comedy Fantasy Romance
25892,"Heavenly Body, The (1944)",Comedy|Romance,1944,"Heavenly Body, The","Heavenly Body, The Comedy Romance"
25893,"Memphis Belle: A Story of a Flying Fortress, The (1944)",Documentary|War,1944,"Memphis Belle: A Story of a Flying Fortress, The","Memphis Belle: A Story of a Flying Fortress, The Documentary War"
25894,Mr. Lucky (1943),Comedy|Romance,1943,Mr. Lucky,Mr. Lucky Comedy Romance
25897,Thousands Cheer (1943),Comedy|Drama|Musical,1943,Thousands Cheer,Thousands Cheer Comedy Drama Musical
25898,Day of Wrath (Vredens dag) (1943),Drama,1943,Day of Wrath (Vredens dag),Day of Wrath (Vredens dag) Drama
25899,Cover Girl (1944),Comedy|Musical,1944,Cover Girl,Cover Girl Comedy Musical
25900,"Curse of the Cat People, The (1944)",Drama,1944,"Curse of the Cat People, The","Curse of the Cat People, The Drama"
25901,"Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The) (1944)",Drama|War,1944,"Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The)","Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The) Drama War"
25902,Torment (Hets) (1944),Drama,1944,Torment (Hets),Torment (Hets) Drama
25903,"Mask of Dimitrios, The (1944)",Crime|Drama|Film-Noir|Mystery,1944,"Mask of Dimitrios, The","Mask of Dimitrios, The Crime Drama Film-Noir Mystery"
25904,Ministry of Fear (1944),Drama|Film-Noir|Thriller,1944,Ministry of Fear,Ministry of Fear Drama Film-Noir Thriller
25905,"Miracle of Morgan's Creek, The (1944)",Comedy|Romance,1944,"Miracle of Morgan's Creek, The","Miracle of Morgan's Creek, The Comedy Romance"
25906,Mr. Skeffington (1944),Drama|Romance,1944,Mr. Skeffington,Mr. Skeffington Drama Romance
25907,Mrs. Parkington (1944),Drama|Romance,1944,Mrs. Parkington,Mrs. Parkington Drama Romance
25908,Passage to Marseille (1944),Adventure|Drama|War,1944,Passage to Marseille,Passage to Marseille Adventure Drama War
25910,"White Cliffs of Dover, The (1944)",Drama|Romance|War,1944,"White Cliffs of Dover, The","White Cliffs of Dover, The Drama Romance War"
25911,"Woman in the Window, The (1944)",Crime|Film-Noir|Thriller,1944,"Woman in the Window, The","Woman in the Window, The Crime Film-Noir Thriller"
25912,"Enchanted Cottage, The (1945)",Drama|Romance,1945,"Enchanted Cottage, The","Enchanted Cottage, The Drama Romance"
25913,Isle of the Dead (1945),Horror|Thriller,1945,Isle of the Dead,Isle of the Dead Horror Thriller
25914,"Ivan the Terrible, Part One (Ivan Groznyy I) (1944)",Drama,1944,"Ivan the Terrible, Part One (Ivan Groznyy I)","Ivan the Terrible, Part One (Ivan Groznyy I) Drama"
25915,"Southerner, The (1945)",Drama,1945,"Southerner, The","Southerner, The Drama"
25916,They Were Expendable (1945),Drama|War,1945,They Were Expendable,They Were Expendable Drama War
25918,"Tree Grows in Brooklyn, A (1945)",Drama,1945,"Tree Grows in Brooklyn, A","Tree Grows in Brooklyn, A Drama"
25919,"Beast with Five Fingers, The (1946)",Horror,1946,"Beast with Five Fingers, The","Beast with Five Fingers, The Horror"
25920,"Blue Dahlia, The (1946)",Crime|Drama|Film-Noir|Mystery|Thriller,1946,"Blue Dahlia, The","Blue Dahlia, The Crime Drama Film-Noir Mystery Thriller"
25921,"Dark Mirror, The (1946)",Film-Noir|Thriller,1946,"Dark Mirror, The","Dark Mirror, The Film-Noir Thriller"
25922,Deception (1946),Drama|Film-Noir|Thriller,1946,Deception,Deception Drama Film-Noir Thriller
25923,Great Expectations (1946),Drama,1946,Great Expectations,Great Expectations Drama
25924,Humoresque (1946),Drama|Romance,1946,Humoresque,Humoresque Drama Romance
25926,Shoeshine (Sciuscià) (1946),Drama,1946,Shoeshine (Sciuscià),Shoeshine (Sciuscià) Drama
25927,"Stranger, The (1946)",Drama|Film-Noir|Thriller,1946,"Stranger, The","Stranger, The Drama Film-Noir Thriller"
25928,Mourning Becomes Electra (1947),Drama,1947,Mourning Becomes Electra,Mourning Becomes Electra Drama
25929,Nightmare Alley (1947),Drama|Film-Noir,1947,Nightmare Alley,Nightmare Alley Drama Film-Noir
25930,Odd Man Out (1947),Crime|Drama|Film-Noir|Thriller,1947,Odd Man Out,Odd Man Out Crime Drama Film-Noir Thriller
25931,Road to Rio (1947),Adventure|Comedy|Musical|Romance,1947,Road to Rio,Road to Rio Adventure Comedy Musical Romance
25932,"Two Mrs. Carrolls, The (1947)",Crime|Drama|Film-Noir|Thriller,1947,"Two Mrs. Carrolls, The","Two Mrs. Carrolls, The Crime Drama Film-Noir Thriller"
25934,3 Godfathers (1948),Drama|Western,1948,3 Godfathers,3 Godfathers Drama Western
25935,B.F.'s Daughter (1948),Drama|Romance,1948,B.F.'s Daughter,B.F.'s Daughter Drama Romance
25936,"Babe Ruth Story, The (1948) ",Drama,1948,"Babe Ruth Story, The","Babe Ruth Story, The Drama"
25937,Easter Parade (1948),Musical|Romance,1948,Easter Parade,Easter Parade Musical Romance
25938,Fort Apache (1948),Western,1948,Fort Apache,Fort Apache Western
25940,"Lady from Shanghai, The (1947)",Drama|Film-Noir|Mystery,1947,"Lady from Shanghai, The","Lady from Shanghai, The Drama Film-Noir Mystery"
25941,Letter from an Unknown Woman (1948),Drama|Romance,1948,Letter from an Unknown Woman,Letter from an Unknown Woman Drama Romance
25942,Louisiana Story (1948),Drama,1948,Louisiana Story,Louisiana Story Drama
25943,"Naked City, The (1948)",Crime|Drama|Film-Noir|Mystery,1948,"Naked City, The","Naked City, The Crime Drama Film-Noir Mystery"
25944,"Pirate, The (1948)",Adventure|Comedy|Musical|Romance,1948,"Pirate, The","Pirate, The Adventure Comedy Musical Romance"
25945,They Live by Night (1949),Crime|Film-Noir|Romance,1949,They Live by Night,They Live by Night Crime Film-Noir Romance
25946,"Three Musketeers, The (1948)",Action|Adventure|Drama|Romance,1948,"Three Musketeers, The","Three Musketeers, The Action Adventure Drama Romance"
25947,Unfaithfully Yours (1948),Comedy,1948,Unfaithfully Yours,Unfaithfully Yours Comedy
25948,Yellow Sky (1948),Crime|Western,1948,Yellow Sky,Yellow Sky Crime Western
25950,"Barkleys of Broadway, The (1949)",Comedy|Musical,1949,"Barkleys of Broadway, The","Barkleys of Broadway, The Comedy Musical"
25951,In the Good Old Summertime (1949),Musical,1949,In the Good Old Summertime,In the Good Old Summertime Musical
25952,"Letter to Three Wives, A (1949)",Comedy|Drama,1949,"Letter to Three Wives, A","Letter to Three Wives, A Comedy Drama"
25954,Orpheus (Orphée) (1950),Drama|Fantasy|Romance,1950,Orpheus (Orphée),Orpheus (Orphée) Drama Fantasy Romance
25956,"Secret Garden, The (1949)",Children|Drama,1949,"Secret Garden, The","Secret Garden, The Children Drama"
25957,"Story of Seabiscuit, The (1949)",Drama|Romance,1949,"Story of Seabiscuit, The","Story of Seabiscuit, The Drama Romance"
25959,Annie Get Your Gun (1950),Comedy|Musical|Romance|Western,1950,Annie Get Your Gun,Annie Get Your Gun Comedy Musical Romance Western
25960,"Terrible Kids (Enfants terribles, Les) (Strange Ones, The) (1950)",Drama,1950,"Terrible Kids (Enfants terribles, Les) (Strange Ones, The)","Terrible Kids (Enfants terribles, Les) (Strange Ones, The) Drama"
25961,"Gunfighter, The (1950)",Action|Western,1950,"Gunfighter, The","Gunfighter, The Action Western"
25962,King Solomon's Mines (1950),Action|Adventure|Romance,1950,King Solomon's Mines,King Solomon's Mines Action Adventure Romance
25963,"Young and the Damned, The (Olvidados, Los) (1950)",Crime|Drama,1950,"Young and the Damned, The (Olvidados, Los)","Young and the Damned, The (Olvidados, Los) Crime Drama"
25964,Scandal (Shubun) (1950),Drama,1950,Scandal (Shubun),Scandal (Shubun) Drama
25965,Summer Stock (1950),Comedy|Musical|Romance,1950,Summer Stock,Summer Stock Comedy Musical Romance
25966,"Greatest Love, The (Europa '51) (1952)",Drama,1952,"Greatest Love, The (Europa '51)","Greatest Love, The (Europa '51) Drama"
25970,Carbine Williams (1952),Crime|Drama,1952,Carbine Williams,Carbine Williams Crime Drama
25971,Carrie (1952),Drama|Romance,1952,Carrie,Carrie Drama Romance
25972,Clash by Night (1952),Drama|Film-Noir,1952,Clash by Night,Clash by Night Drama Film-Noir
25974,"Prisoner of Zenda, The (1952)",Adventure,1952,"Prisoner of Zenda, The","Prisoner of Zenda, The Adventure"
25975,"Life of Oharu, The (Saikaku ichidai onna) (1952)",Drama,1952,"Life of Oharu, The (Saikaku ichidai onna)","Life of Oharu, The (Saikaku ichidai onna) Drama"
25976,Son of Paleface (1952),Action|Comedy|Romance|Western,1952,Son of Paleface,Son of Paleface Action Comedy Romance Western
25977,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953),Comedy|Horror|Sci-Fi,1953,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde Comedy Horror Sci-Fi
25979,Gun Fury (1953),Action|Adventure|Crime|Western,1953,Gun Fury,Gun Fury Action Adventure Crime Western
25980,Gate of Hell (Jigokumon) (1953),Drama|Romance,1953,Gate of Hell (Jigokumon),Gate of Hell (Jigokumon) Drama Romance
25984,"Titfield Thunderbolt, The (1953)",Comedy,1953,"Titfield Thunderbolt, The","Titfield Thunderbolt, The Comedy"
25986,"Belles of St. Trinian's, The (1954)",Comedy,1954,"Belles of St. Trinian's, The","Belles of St. Trinian's, The Comedy"
25987,"Crucified Lovers, The (Chikamatsu monogatari) (1954)",Drama,1954,"Crucified Lovers, The (Chikamatsu monogatari)","Crucified Lovers, The (Chikamatsu monogatari) Drama"
25989,French Cancan (1954),Comedy|Drama|Musical|Romance,1954,French Cancan,French Cancan Comedy Drama Musical Romance
25990,It Should Happen to You (1954),Comedy|Romance,1954,It Should Happen to You,It Should Happen to You Comedy Romance
25991,"Long, Long Trailer, The (1953)",Comedy|Romance,1953,"Long, Long Trailer, The","Long, Long Trailer, The Comedy Romance"
25993,Magnificent Obsession (1954),Drama|Romance,1954,Magnificent Obsession,Magnificent Obsession Drama Romance
25994,Salt of the Earth (1954),Drama,1954,Salt of the Earth,Salt of the Earth Drama
25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954),Action|Adventure|Drama,1954,Samurai I: Musashi Miyamoto (Miyamoto Musashi),Samurai I: Musashi Miyamoto (Miyamoto Musashi) Action Adventure Drama
25996,"Star Is Born, A (1954)",Drama|Musical,1954,"Star Is Born, A","Star Is Born, A Drama Musical"
25998,Three Coins in the Fountain (1954),Drama|Romance,1954,Three Coins in the Fountain,Three Coins in the Fountain Drama Romance
25999,"Wild One, The (1953)",Drama,1953,"Wild One, The","Wild One, The Drama"
26000,"Cobweb, The (1955)",Drama,1955,"Cobweb, The","Cobweb, The Drama"
26001,It's Always Fair Weather (1955),Comedy|Drama|Musical,1955,It's Always Fair Weather,It's Always Fair Weather Comedy Drama Musical
26002,Confidential Report (1955),Crime|Drama|Mystery|Thriller,1955,Confidential Report,Confidential Report Crime Drama Mystery Thriller
26003,Night and Fog (Nuit et brouillard) (1955),Crime|Documentary|War,1955,Night and Fog (Nuit et brouillard),Night and Fog (Nuit et brouillard) Crime Documentary War
26005,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô) (1955),Action|Adventure|Drama,1955,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô),Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô) Action Adventure Drama
26006,"Seven Little Foys, The (1955)",Comedy|Drama,1955,"Seven Little Foys, The","Seven Little Foys, The Comedy Drama"
26007,"Unknown Soldier, The (Tuntematon sotilas) (1955)",Drama|War,1955,"Unknown Soldier, The (Tuntematon sotilas)","Unknown Soldier, The (Tuntematon sotilas) Drama War"
26008,Anything Goes (1956),Musical,1956,Anything Goes,Anything Goes Musical
26009,"Burmese Harp, The (Biruma no tategoto) (1956)",Drama|War,1956,"Burmese Harp, The (Biruma no tategoto)","Burmese Harp, The (Biruma no tategoto) Drama War"
26010,Carousel (1956),Musical|Romance,1956,Carousel,Carousel Musical Romance
26012,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima) (1956),Action|Adventure|Drama,1956,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima),Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima) Action Adventure Drama
26013,Rodan (Sora no daikaijû Radon) (1956),Adventure,1956,Rodan (Sora no daikaijû Radon),Rodan (Sora no daikaijû Radon) Adventure
26016,All at Sea (1957),Comedy,1957,All at Sea,All at Sea Comedy
26018,Chase a Crooked Shadow (1958),Crime|Film-Noir|Mystery|Thriller,1958,Chase a Crooked Shadow,Chase a Crooked Shadow Crime Film-Noir Mystery Thriller
26019,Fiend Without a Face (1958),Horror|Sci-Fi|Thriller,1958,Fiend Without a Face,Fiend Without a Face Horror Sci-Fi Thriller
26021,Jailhouse Rock (1957),Crime|Drama|Musical|Romance,1957,Jailhouse Rock,Jailhouse Rock Crime Drama Musical Romance
26022,Man of a Thousand Faces (1957),Drama,1957,Man of a Thousand Faces,Man of a Thousand Faces Drama
26025,"Spirit of St. Louis, The (1957)",Adventure|Drama,1957,"Spirit of St. Louis, The","Spirit of St. Louis, The Adventure Drama"
26026,"Undead, The (1957)",Fantasy|Horror,1957,"Undead, The","Undead, The Fantasy Horror"
26027,Zero Hour! (1957),Drama|Thriller,1957,Zero Hour!,Zero Hour! Drama Thriller
26028,Carve Her Name with Pride (1958),Drama|War,1958,Carve Her Name with Pride,Carve Her Name with Pride Drama War
26030,Corridors of Blood (1958),Crime|Drama|Horror|Thriller,1958,Corridors of Blood,Corridors of Blood Crime Drama Horror Thriller
26033,Giants and Toys (Kyojin to gangu) (1958),Comedy|Drama,1958,Giants and Toys (Kyojin to gangu),Giants and Toys (Kyojin to gangu) Comedy Drama
26034,"Last Hurrah, The (1958)",Drama,1958,"Last Hurrah, The","Last Hurrah, The Drama"
26035,Machine Gun Kelly (1958),Action|Crime,1958,Machine Gun Kelly,Machine Gun Kelly Action Crime
26038,Teacher's Pet (1958),Comedy|Romance,1958,Teacher's Pet,Teacher's Pet Comedy Romance
26042,Torpedo Run (1958),Drama|War,1958,Torpedo Run,Torpedo Run Drama War
26043,"Vikings, The (1958)",Action|Adventure,1958,"Vikings, The","Vikings, The Action Adventure"
26044,Al Capone (1959),Crime|Drama,1959,Al Capone,Al Capone Crime Drama
26046,Picnic on the Grass (Le déjeuner sur l'herbe) (1959),Comedy|Romance,1959,Picnic on the Grass (Le déjeuner sur l'herbe),Picnic on the Grass (Le déjeuner sur l'herbe) Comedy Romance
26047,Invisible Invaders (1959),Horror|Sci-Fi,1959,Invisible Invaders,Invisible Invaders Horror Sci-Fi
26048,"Human Condition II, The (Ningen no joken II) (1959)",Drama|War,1959,"Human Condition II, The (Ningen no joken II)","Human Condition II, The (Ningen no joken II) Drama War"
26049,Fires on the Plain (Nobi) (1959),Drama|War,1959,Fires on the Plain (Nobi),Fires on the Plain (Nobi) Drama War
26050,North West Frontier (1959),Adventure|Drama|War,1959,North West Frontier,North West Frontier Adventure Drama War
26051,"Nun's Story, The (1959)",Drama,1959,"Nun's Story, The","Nun's Story, The Drama"
26052,Pickpocket (1959),Crime|Drama,1959,Pickpocket,Pickpocket Crime Drama
26055,Floating Weeds (Ukigusa) (1959),Drama,1959,Floating Weeds (Ukigusa),Floating Weeds (Ukigusa) Drama
26056,"Young Philadelphians, The (1959)",Drama,1959,"Young Philadelphians, The","Young Philadelphians, The Drama"
26058,"Leech Woman, The (1960)",Horror|Sci-Fi,1960,"Leech Woman, The","Leech Woman, The Horror Sci-Fi"
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),Drama,1960,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) Drama
26062,"Sundowners, The (1960)",Adventure|Drama,1960,"Sundowners, The","Sundowners, The Adventure Drama"
26063,Sunrise at Campobello (1960),Drama,1960,Sunrise at Campobello,Sunrise at Campobello Drama
26064,"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960)",Drama|Thriller,1960,"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru)","Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) Drama Thriller"
26066,Bachelor in Paradise (1961),Comedy|Romance,1961,Bachelor in Paradise,Bachelor in Paradise Comedy Romance
26067,"Deadly Companions, The (1961)",Western,1961,"Deadly Companions, The","Deadly Companions, The Western"
26068,"4 Horsemen of the Apocalypse, The (1962)",Drama,1962,"4 Horsemen of the Apocalypse, The","4 Horsemen of the Apocalypse, The Drama"
26070,"Intruder, The (1962)",Drama,1962,"Intruder, The","Intruder, The Drama"
26072,Murder She Said (1961),Comedy|Crime|Drama|Mystery,1961,Murder She Said,Murder She Said Comedy Crime Drama Mystery
26073,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War,1961,"Human Condition III, The (Ningen no joken III)","Human Condition III, The (Ningen no joken III) Drama War"
26074,Paris Blues (1961),Drama|Romance,1961,Paris Blues,Paris Blues Drama Romance
26076,Scream of Fear (a.k.a. Taste of Fear) (1961),Horror|Mystery|Thriller,1961,Scream of Fear (a.k.a. Taste of Fear),Scream of Fear (a.k.a. Taste of Fear) Horror Mystery Thriller
26078,Advise and Consent (1962),Drama,1962,Advise and Consent,Advise and Consent Drama
26079,David and Lisa (1962),Drama,1962,David and Lisa,David and Lisa Drama
26080,Eegah (1962),Fantasy|Horror|Romance|Thriller,1962,Eegah,Eegah Fantasy Horror Romance Thriller
26082,Harakiri (Seppuku) (1962),Drama,1962,Harakiri (Seppuku),Harakiri (Seppuku) Drama
26083,"Loneliness of the Long Distance Runner, The (1962)",Drama,1962,"Loneliness of the Long Distance Runner, The","Loneliness of the Long Distance Runner, The Drama"
26084,"Music Man, The (1962)",Children|Comedy|Musical|Romance,1962,"Music Man, The","Music Man, The Children Comedy Musical Romance"
26085,Mutiny on the Bounty (1962),Adventure|Drama|Romance,1962,Mutiny on the Bounty,Mutiny on the Bounty Adventure Drama Romance
26086,"Occurrence at Owl Creek Bridge, An (La rivière du hibou) (1962)",Drama|War,1962,"Occurrence at Owl Creek Bridge, An (La rivière du hibou)","Occurrence at Owl Creek Bridge, An (La rivière du hibou) Drama War"
26088,"Four Days of Naples, The (Le quattro giornate di Napoli) (1962)",Drama|War,1962,"Four Days of Naples, The (Le quattro giornate di Napoli)","Four Days of Naples, The (Le quattro giornate di Napoli) Drama War"
26090,"Easy Life, The (Il Sorpasso) (1962)",Comedy|Drama,1962,"Easy Life, The (Il Sorpasso)","Easy Life, The (Il Sorpasso) Comedy Drama"
26093,"Wonderful World of the Brothers Grimm, The (1962)",Adventure|Animation|Children|Comedy|Drama|Fantasy|Musical|Romance,1962,"Wonderful World of the Brothers Grimm, The","Wonderful World of the Brothers Grimm, The Adventure Animation Children Comedy Drama Fantasy Musical Romance"
26094,"Eclisse, L' (Eclipse) (1962)",Drama,1962,"Eclisse, L' (Eclipse)","Eclisse, L' (Eclipse) Drama"
26095,"Carabineers, The (Carabiniers, Les) (1963)",Comedy|Drama|War,1963,"Carabineers, The (Carabiniers, Les)","Carabineers, The (Carabiniers, Les) Comedy Drama War"
26096,"Cardinal, The (1963)",Drama,1963,"Cardinal, The","Cardinal, The Drama"
26098,"Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The (1964)",Horror|Mystery,1964,"Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The","Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The Horror Mystery"
26099,"Kiss of the Vampire, The (1963)",Horror,1963,"Kiss of the Vampire, The","Kiss of the Vampire, The Horror"
26100,Love with the Proper Stranger (1963),Comedy|Drama|Romance,1963,Love with the Proper Stranger,Love with the Proper Stranger Comedy Drama Romance
26101,McLintock! (1963),Comedy|Western,1963,McLintock!,McLintock! Comedy Western
26104,Murder at the Gallop (1963),Comedy|Crime|Drama|Mystery|Thriller,1963,Murder at the Gallop,Murder at the Gallop Comedy Crime Drama Mystery Thriller
26106,"New Kind of Love, A (1963)",Comedy,1963,"New Kind of Love, A","New Kind of Love, A Comedy"
26107,"Prize, The (1963)",Drama|Mystery|Thriller,1963,"Prize, The","Prize, The Drama Mystery Thriller"
26108,Sunday in New York (1963),Comedy|Romance,1963,Sunday in New York,Sunday in New York Comedy Romance
26109,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs) (1963),Action|Comedy|Crime,1963,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs),Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs) Action Comedy Crime
26110,36 Hours (1965),Thriller|War,1965,36 Hours,36 Hours Thriller War
26111,Becket (1964),Drama,1964,Becket,Becket Drama
26112,Behold a Pale Horse (1964),Drama|War,1964,Behold a Pale Horse,Behold a Pale Horse Drama War
26113,"Best Man, The (1964)",Comedy|Drama,1964,"Best Man, The","Best Man, The Comedy Drama"
26116,"Hush... Hush, Sweet Charlotte (1964)",Horror|Thriller,1964,"Hush... Hush, Sweet Charlotte","Hush... Hush, Sweet Charlotte Horror Thriller"
26117,"Killers, The (1964)",Action|Crime|Drama|Film-Noir|Thriller,1964,"Killers, The","Killers, The Action Crime Drama Film-Noir Thriller"
26119,"Naked Kiss, The (1964)",Drama,1964,"Naked Kiss, The","Naked Kiss, The Drama"
26122,Onibaba (1964),Drama|Horror|War,1964,Onibaba,Onibaba Drama Horror War
26123,Robin and the 7 Hoods (1964),Comedy|Crime|Musical,1964,Robin and the 7 Hoods,Robin and the 7 Hoods Comedy Crime Musical
26124,Robinson Crusoe on Mars (1964),Sci-Fi,1964,Robinson Crusoe on Mars,Robinson Crusoe on Mars Sci-Fi
